-5.0e-1 -2.0e0 7.543152e0 7.543152e0
-4.4747601e-1 -2.0e0 8.0579892e0 8.0579892e0
-3.9495203e-1 -2.0e0 8.52799e0 8.52799e0
-3.4242804e-1 -2.0e0 8.9435709e0 8.9435709e0
-2.8990405e-1 -2.0e0 9.296625e0 9.296625e0
-2.3738007e-1 -2.0e0 9.5821753e0 9.5821753e0
-1.8485608e-1 -2.0e0 9.7967448e0 9.7967448e0
-1.3233209e-1 -2.0e0 9.9387265e0 9.9387265e0
-7.98081e-2 -2.0e0 1.00074043e1 1.00074043e1
-2.728411e-2 -2.0e0 1.0005648e1 1.0005648e1
2.523988e-2 -2.0e0 9.9365062e0 9.9365062e0
7.776387e-2 -2.0e0 9.8058667e0 9.8058667e0
1.3028786e-1 -2.0e0 9.619276e0 9.619276e0
1.8281184e-1 -2.0e0 9.3851671e0 9.3851671e0
2.3533583e-1 -2.0e0 9.1109819e0 9.1109819e0
2.8785982e-1 -2.0e0 8.8065529e0 8.8065529e0
3.403838e-1 -2.0e0 8.479908e0 8.479908e0
3.9290779e-1 -2.0e0 8.1406041e0 8.1406041e0
4.4543178e-1 -2.0e0 7.7977626e0 7.7977626e0
4.9795576e-1 -2.0e0 7.4603566e0 7.4603566e0
5.5047975e-1 -2.0e0 7.1362291e0 7.1362291e0
6.0300374e-1 -2.0e0 6.8327454e0 6.8327454e0
6.5552773e-1 -2.0e0 6.5564163e0 6.5564163e0
7.0805171e-1 -2.0e0 6.3122353e0 6.3122353e0
7.605757e-1 -2.0e0 6.1056712e0 6.1056712e0
8.1309969e-1 -2.0e0 5.9394894e0 5.9394894e0
8.6562367e-1 -2.0e0 5.8146873e0 5.8146873e0
9.1814766e-1 -2.0e0 5.73407e0 5.73407e0
9.7067165e-1 -2.0e0 5.6953485e0 5.6953485e0
1.02319563e0 -2.0e0 5.6994443e0 5.6994443e0
1.0757196e0 -2.0e0 5.7418257e0 5.7418257e0
1.1282436e0 -2.0e0 5.8217831e0 5.8217831e0
1.1807675e0 -2.0e0 5.9339964e0 5.9339964e0
1.2332915e0 -2.0e0 6.0743744e0 6.0743744e0
1.2858154e0 -2.0e0 6.2377568e0 6.2377568e0
1.3383394e0 -2.0e0 6.4198514e0 6.4198514e0
1.3908633e0 -2.0e0 6.6135068e0 6.6135068e0
1.4433873e0 -2.0e0 6.8148088e0 6.8148088e0
1.4959113e0 -2.0e0 7.0177032e0 7.0177032e0
1.5484352e0 -2.0e0 7.2173038e0 7.2173038e0
1.6009592e0 -2.0e0 7.4086707e0 7.4086707e0
1.6534831e0 -2.0e0 7.5875629e0 7.5875629e0
1.7060071e0 -2.0e0 7.7502074e0 7.7502074e0
1.758531e0 -2.0e0 7.893326e0 7.893326e0
1.811055e0 -2.0e0 8.0144582e0 8.0144582e0
1.863579e0 -2.0e0 8.111647e0 8.111647e0
1.9161029e0 -2.0e0 8.1836313e0 8.1836313e0
1.9686269e0 -2.0e0 8.2301305e0 8.2301305e0
2.0211508e0 -2.0e0 8.2511345e0 8.2511345e0
2.0736748e0 -2.0e0 8.2474792e0 8.2474792e0
2.1261987e0 -2.0e0 8.2205092e0 8.2205092e0
2.1787227e0 -2.0e0 8.1720741e0 8.1720741e0
2.2312466e0 -2.0e0 8.1045769e0 8.1045769e0
2.2837706e0 -2.0e0 8.020326e0 8.020326e0
2.3362946e0 -2.0e0 7.9227328e0 7.9227328e0
2.3888185e0 -2.0e0 7.814614e0 7.814614e0
2.4413425e0 -2.0e0 7.6993561e0 7.6993561e0
2.4938664e0 -2.0e0 7.5798624e0 7.5798624e0
2.5463904e0 -2.0e0 7.4599115e0 7.4599115e0
2.5989143e0 -2.0e0 7.3416301e0 7.3416301e0
2.6514383e0 -2.0e0 7.2287613e0 7.2287613e0
2.7039622e0 -2.0e0 7.1234122e0 7.1234122e0
2.7564862e0 -2.0e0 7.0277156e0 7.0277156e0
2.8090102e0 -2.0e0 6.9436633e0 6.9436633e0
2.8615341e0 -2.0e0 6.8726854e0 6.8726854e0
2.914058e0 -2.0e0 6.8160971e0 6.8160971e0
2.966582e0 -2.0e0 6.7743292e0 6.7743292e0
3.019106e0 -2.0e0 6.7477588e0 6.7477588e0
3.07163e0 -2.0e0 6.7362674e0 6.7362674e0
3.1241539e0 -2.0e0 6.7392972e0 6.7392972e0
3.1766779e0 -2.0e0 6.7561276e0 6.7561276e0
3.2292018e0 -2.0e0 6.78555e0 6.78555e0
3.2817258e0 -2.0e0 6.8262868e0 6.8262868e0
3.3342497e0 -2.0e0 6.876665e0 6.876665e0
3.3867737e0 -2.0e0 6.9349193e0 6.9349193e0
3.4392976e0 -2.0e0 6.9992929e0 6.9992929e0
3.4918216e0 -2.0e0 7.0678342e0 7.0678342e0
3.5443456e0 -2.0e0 7.1385541e0 7.1385541e0
3.5968695e0 -2.0e0 7.2098099e0 7.2098099e0
3.6493935e0 -2.0e0 7.2795895e0 7.2795895e0
3.7019174e0 -2.0e0 7.346144e0 7.346144e0
3.7544414e0 -2.0e0 7.4083675e0 7.4083675e0
3.8069653e0 -2.0e0 7.4646562e0 7.4646562e0
3.8594893e0 -2.0e0 7.51392e0 7.51392e0
3.9120132e0 -2.0e0 7.5554123e0 7.5554123e0
3.9645372e0 -2.0e0 7.5884834e0 7.5884834e0
4.0170612e0 -2.0e0 7.612617e0 7.612617e0
4.0695851e0 -2.0e0 7.6278131e0 7.6278131e0
4.122109e0 -2.0e0 7.6340799e0 7.6340799e0
4.174633e0 -2.0e0 7.6317413e0 7.6317413e0
4.227157e0 -2.0e0 7.6212915e0 7.6212915e0
4.279681e0 -2.0e0 7.6033974e0 7.6033974e0
4.3322049e0 -2.0e0 7.5789401e0 7.5789401e0
4.3847289e0 -2.0e0 7.5487523e0 7.5487523e0
4.4372528e0 -2.0e0 7.5139595e0 7.5139595e0
4.4897768e0 -2.0e0 7.4756693e0 7.4756693e0
4.5423007e0 -2.0e0 7.4349573e0 7.4349573e0
4.5948247e0 -2.0e0 7.3929291e0 7.3929291e0
4.6473486e0 -2.0e0 7.3507831e0 7.3507831e0
4.6998726e0 -2.0e0 7.3095737e0 7.3095737e0

-5.0e-1 -1.9595961e0 7.2231874e0 7.2231874e0
-4.4747601e-1 -1.9595961e0 7.7380246e0 7.7380246e0
-3.9495203e-1 -1.9595961e0 8.2080254e0 8.2080254e0
-3.4242804e-1 -1.9595961e0 8.6236063e0 8.6236063e0
-2.8990405e-1 -1.9595961e0 8.9766605e0 8.9766605e0
-2.3738007e-1 -1.9595961e0 9.2622107e0 9.2622107e0
-1.8485608e-1 -1.9595961e0 9.4767802e0 9.4767802e0
-1.3233209e-1 -1.9595961e0 9.6187619e0 9.6187619e0
-7.98081e-2 -1.9595961e0 9.6874397e0 9.6874397e0
-2.728411e-2 -1.9595961e0 9.6856834e0 9.6856834e0
2.523988e-2 -1.9595961e0 9.6165416e0 9.6165416e0
7.776387e-2 -1.9595961e0 9.4859021e0 9.4859021e0
1.3028786e-1 -1.9595961e0 9.2993114e0 9.2993114e0
1.8281184e-1 -1.9595961e0 9.0652025e0 9.0652025e0
2.3533583e-1 -1.9595961e0 8.7910173e0 8.7910173e0
2.8785982e-1 -1.9595961e0 8.4865883e0 8.4865883e0
3.403838e-1 -1.9595961e0 8.1599434e0 8.1599434e0
3.9290779e-1 -1.9595961e0 7.8206395e0 7.8206395e0
4.4543178e-1 -1.9595961e0 7.477798e0 7.477798e0
4.9795576e-1 -1.9595961e0 7.140392e0 7.140392e0
5.5047975e-1 -1.9595961e0 6.8162645e0 6.8162645e0
6.0300374e-1 -1.9595961e0 6.5127808e0 6.5127808e0
6.5552773e-1 -1.9595961e0 6.2364517e0 6.2364517e0
7.0805171e-1 -1.9595961e0 5.9922707e0 5.9922707e0
7.605757e-1 -1.9595961e0 5.7857066e0 5.7857066e0
8.1309969e-1 -1.9595961e0 5.6195248e0 5.6195248e0
8.6562367e-1 -1.9595961e0 5.4947227e0 5.4947227e0
9.1814766e-1 -1.9595961e0 5.4141054e0 5.4141054e0
9.7067165e-1 -1.9595961e0 5.3753839e0 5.3753839e0
1.02319563e0 -1.9595961e0 5.3794797e0 5.3794797e0
1.0757196e0 -1.9595961e0 5.4218611e0 5.4218611e0
1.1282436e0 -1.9595961e0 5.5018185e0 5.5018185e0
1.1807675e0 -1.9595961e0 5.6140318e0 5.6140318e0
1.2332915e0 -1.9595961e0 5.7544098e0 5.7544098e0
1.2858154e0 -1.9595961e0 5.9177922e0 5.9177922e0
1.3383394e0 -1.9595961e0 6.0998868e0 6.0998868e0
1.3908633e0 -1.9595961e0 6.2935422e0 6.2935422e0
1.4433873e0 -1.9595961e0 6.4948442e0 6.4948442e0
1.4959113e0 -1.9595961e0 6.6977386e0 6.6977386e0
1.5484352e0 -1.9595961e0 6.8973392e0 6.8973392e0
1.6009592e0 -1.9595961e0 7.088706e0 7.088706e0
1.6534831e0 -1.9595961e0 7.2675983e0 7.2675983e0
1.7060071e0 -1.9595961e0 7.4302428e0 7.4302428e0
1.758531e0 -1.9595961e0 7.5733614e0 7.5733614e0
1.811055e0 -1.9595961e0 7.6944936e0 7.6944936e0
1.863579e0 -1.9595961e0 7.7916824e0 7.7916824e0
1.9161029e0 -1.9595961e0 7.8636667e0 7.8636667e0
1.9686269e0 -1.9595961e0 7.9101659e0 7.9101659e0
2.0211508e0 -1.9595961e0 7.9311699e0 7.9311699e0
2.0736748e0 -1.9595961e0 7.9275146e0 7.9275146e0
